name_x,abv,ibu,id,style,brewery_id,ounces,name_y,city,state,region
The Crisp (2011),0.054,42,425,German Pilsener,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
Sweet Action (2011),0.052,34,424,Cream Ale,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
Righteous Ale (2011),0.063,57,423,Rye Beer,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
Bengali Tiger (2011),0.064,62,422,American IPA,46,16,Sixpoint Craft Ales,Brooklyn,NY,northeast
Modus Hoperandi,0.068,65,1521,American IPA,264,12,Ska Brewing Company,Durango,CO,west
Estival Cream Stout,0.058,15,1297,American Stout,264,12,Ska Brewing Company,Durango,CO,west
Mexican Logger,0.042,18,386,American Pale Lager,264,12,Ska Brewing Company,Durango,CO,west
ESB Special Ale,0.057,58,68,Extra Special / Strong Bitter (ESB),264,12,Ska Brewing Company,Durango,CO,west
Iron Butt Red Ale,0.058,39,1792,American Amber / Red Ale,313,12,Slanted Rock Brewing Company,Meridian,ID,west
Initial Point India Pale Ale,0.071,92,1609,American IPA,313,12,Slanted Rock Brewing Company,Meridian,ID,west
Homefront IPA,0.06,70,2305,American IPA,163,12,Sly Fox Brewing Company,Phoenixville,PA,northeast
Sly Fox Christmas Ale 2013,0.055,16,1588,Winter Warmer,371,12,Sly Fox Brewing Company,Pottstown,PA,northeast
Grisette,0.056,25,1363,Grisette,371,12,Sly Fox Brewing Company,Pottstown,PA,northeast
Helles Golden Lager,0.049,18,1123,Munich Helles Lager,371,12,Sly Fox Brewing Company,Pottstown,PA,northeast
Sly Fox Christmas Ale 2012 (2012),0.055,16,926,Winter Warmer,371,12,Sly Fox Brewing Company,Pottstown,PA,northeast
Odyssey Imperial IPA,0.084,90,894,American Double / Imperial IPA,371,12,Sly Fox Brewing Company,Pottstown,PA,northeast
Oktoberfest Lager,0.058,25,166,Märzen / Oktoberfest,371,12,Sly Fox Brewing Company,Pottstown,PA,northeast
113 IPA,0.07,113,24,American IPA,371,12,Sly Fox Brewing Company,Pottstown,PA,northeast
Dunkel Lager,0.053,21,23,Munich Dunkel Lager,371,12,Sly Fox Brewing Company,Pottstown,PA,northeast
Royal Weisse Ale,0.056,11,22,Hefeweizen,371,12,Sly Fox Brewing Company,Pottstown,PA,northeast
Pikeland Pils,0.049,44,21,German Pilsener,371,12,Sly Fox Brewing Company,Pottstown,PA,northeast
Phoenix Pale Ale,0.051,40,20,American Pale Ale (APA),371,12,Sly Fox Brewing Company,Pottstown,PA,northeast
Rule G IPA,0.07,88,2407,American IPA,115,12,Smartmouth Brewing Company,Norfolk,VA,south
Murphy's Law,0.058,35,2406,American Amber / Red Ale,115,12,Smartmouth Brewing Company,Norfolk,VA,south
Alter Ego ,0.062,33,2405,Saison / Farmhouse Ale,115,12,Smartmouth Brewing Company,Norfolk,VA,south
Snow King Pale Ale,0.06,55,1606,American Pale Ale (APA),191,12,Snake River Brewing Company,Jackson,WY,west
Zonker Stout,0.054,36,617,Foreign / Export Stout,191,12,Snake River Brewing Company,Jackson,WY,west
OB-1 Organic Ale,0.05,22,407,English Brown Ale,191,12,Snake River Brewing Company,Jackson,WY,west
Snake River Lager,0.05,18,406,Vienna Lager,191,12,Snake River Brewing Company,Jackson,WY,west
Snake River Pale Ale,0.052,32,402,American Pale Ale (APA),191,12,Snake River Brewing Company,Jackson,WY,west
Pako’s EyePA,0.068,60,393,American IPA,191,12,Snake River Brewing Company,Jackson,WY,west
Dagger Falls IPA,0.063,100,1596,American IPA,309,12,Sockeye Brewing Company,Boise,ID,west
Old Devil's Tooth,0.099,100,1160,American Barleywine,309,12,Sockeye Brewing Company,Boise,ID,west
Hell-Diver Pale Ale,0.052,32,1151,American Pale Ale (APA),309,12,Sockeye Brewing Company,Boise,ID,west
Woolybugger Wheat,0.046,12,1150,American Pale Wheat Ale,309,12,Sockeye Brewing Company,Boise,ID,west
Winterfest,0.084,90,995,American Strong Ale,309,16,Sockeye Brewing Company,Boise,ID,west
LuckenBock,0.07,18,1972,Bock,257,16,South Austin Brewery,South Austin,TX,south
Texas Pale Ale (TPA),0.055,40,1971,American IPA,257,16,South Austin Brewery,South Austin,TX,south
Kol' Beer,0.05,22,1969,Kölsch,257,16,South Austin Brewery,South Austin,TX,south
Na Zdraví Pilsner,0.048,32,1283,Czech Pilsener,436,16,Southern Oregon Brewing Company,Medford,OR,west
Nice Rack IPA,0.055,65,1282,American IPA,436,16,Southern Oregon Brewing Company,Medford,OR,west
2014 IPA Cicada Series,0.075,72,2362,American IPA,133,16,Southern Prohibition Brewing Com...,Hattiesburg,MS,south
Sinister Minister Black IPA,0.077,65,2346,American IPA,133,16,Southern Prohibition Brewing Com...,Hattiesburg,MS,south
Jack the Sipper,0.053,45,2320,Extra Special / Strong Bitter (ESB),133,12,Southern Prohibition Brewing Com...,Hattiesburg,MS,south
Devil's Harvest Extra Pale Ale,0.058,60,2297,American Pale Ale (APA),133,12,Southern Prohibition Brewing Com...,Hattiesburg,MS,south
Suzy B Dirty Blonde Ale,0.05,20,2296,American Blonde Ale,133,12,Southern Prohibition Brewing Com...,Hattiesburg,MS,south
Mississippi Fire Ant,0.08,80,1745,American Amber / Red Ale,133,16,Southern Prohibition Brewing Com...,Hattiesburg,MS,south
Hipster Breakfast,0.058,40,1120,Oatmeal Stout,133,16,Southern Prohibition Brewing Com...,Hattiesburg,MS,south
Pine Belt Pale Ale,0.065,45,2387,American Pale Ale (APA),118,12,Southern Star Brewing Company,Conroe,TX,south
Le Mort Vivant,0.069,23,1740,Bière de Garde,118,12,Southern Star Brewing Company,Conroe,TX,south
Red Cockaded Ale,0.085,110,1728,American Double / Imperial IPA,118,12,Southern Star Brewing Company,Conroe,TX,south
Valkyrie Double IPA,0.092,100,1497,American Double / Imperial IPA,118,12,Southern Star Brewing Company,Conroe,TX,south
Red Cockaded Ale (2013),0.085,110,1011,American Double / Imperial IPA,118,12,Southern Star Brewing Company,Conroe,TX,south
Old Potentate,0.072,40,1010,Old Ale,118,12,Southern Star Brewing Company,Conroe,TX,south
Bombshell Blonde,0.05,20,856,American Blonde Ale,118,16,Southern Star Brewing Company,Conroe,TX,south
PRO-AM (2012) (2012),0.099,100,853,American Double / Imperial IPA,118,12,Southern Star Brewing Company,Conroe,TX,south
Le Mort Vivant (2011),0.069,23,555,Bière de Garde,118,12,Southern Star Brewing Company,Conroe,TX,south
Buried Hatchet Stout,0.083,50,46,Foreign / Export Stout,118,12,Southern Star Brewing Company,Conroe,TX,south
Baby Daddy Session IPA,0.047,35,2486,American IPA,78,12,Speakasy Ales & Lagers,San Francisco,CA,west
Special Amber,0.05,22,855,Vienna Lager,498,12,Sprecher Brewing Company,Glendale,WI,midwest
Starr Pils,0.042,20,1544,German Pilsener,383,12,Starr Hill Brewery,Crozet,VA,south
Northern Lights India Pale Ale,0.065,52,1205,American IPA,383,16,Starr Hill Brewery,Crozet,VA,south
Festie,0.048,12,369,Märzen / Oktoberfest,383,12,Starr Hill Brewery,Crozet,VA,south
Third Eye Enlightened Pale Ale,0.065,65,2386,American Pale Ale (APA),119,12,Steamworks Brewing Company,Durango,CO,west
Colorado Kölsch,0.049,17,92,Kölsch,119,12,Steamworks Brewing Company,Durango,CO,west
Steam Engine Lager,0.057,25,91,American Amber / Red Lager,119,12,Steamworks Brewing Company,Durango,CO,west
Third Eye Pale Ale,0.065,65,90,American IPA,119,12,Steamworks Brewing Company,Durango,CO,west
Point Special (Current),0.047,9,2366,American Adjunct Lager,131,12,Stevens Point Brewery,Stevens Point,WI,midwest
Point Special,0.047,9,2365,American Adjunct Lager,131,12,Stevens Point Brewery,Stevens Point,WI,midwest
Point Cascade Pale Ale (2013),0.054,33,2270,American Pale Ale (APA),131,12,Stevens Point Brewery,Stevens Point,WI,midwest
Onyx Black Ale,0.052,9,2151,American Black Ale,131,12,Stevens Point Brewery,Stevens Point,WI,midwest
Beyond The Pale IPA,0.063,64,2150,American IPA,131,12,Stevens Point Brewery,Stevens Point,WI,midwest
Point Special (2013),0.047,9,2122,American Adjunct Lager,131,12,Stevens Point Brewery,Stevens Point,WI,midwest
Point Special (2012),0.047,9,2121,American Adjunct Lager,131,12,Stevens Point Brewery,Stevens Point,WI,midwest
Point Special Lager,0.047,9,2115,American Adjunct Lager,131,16,Stevens Point Brewery,Stevens Point,WI,midwest
Point Oktoberfest,0.057,15,1357,Märzen / Oktoberfest,131,16,Stevens Point Brewery,Stevens Point,WI,midwest
Point Nude Beach Summer Wheat,0.052,7,1225,American Pale Wheat Ale,131,16,Stevens Point Brewery,Stevens Point,WI,midwest
Point Nude Beach Summer Wheat (2011),0.05,7,772,American Pale Wheat Ale,131,12,Stevens Point Brewery,Stevens Point,WI,midwest
Three Kings Ale,0.049,13,650,Kölsch,131,12,Stevens Point Brewery,Stevens Point,WI,midwest
2012 Black Ale,0.054,32,357,American Brown Ale,131,12,Stevens Point Brewery,Stevens Point,WI,midwest
Point Nude Beach Summer Wheat (2010),0.05,7,141,American Pale Wheat Ale,131,12,Stevens Point Brewery,Stevens Point,WI,midwest
Point Cascade Pale Ale,0.054,33,140,American Pale Ale (APA),131,12,Stevens Point Brewery,Stevens Point,WI,midwest
Point Amber Classic,0.047,14,139,American Amber / Red Lager,131,12,Stevens Point Brewery,Stevens Point,WI,midwest
Wisco Disco,0.051,31,953,American Amber / Red Ale,486,16,Stillmank Beer Company,Green Bay,WI,midwest
Sand Island Lighthouse,0.051,25,1410,Kölsch,412,12,Straight to Ale,Huntsville,AL,south
Lily Flagg Milk Stout,0.05,30,925,Milk / Sweet Stout,412,12,Straight to Ale,Huntsville,AL,south
Monkeynaut IPA,0.072,70,637,American IPA,412,12,Straight to Ale,Huntsville,AL,south
American Lager,0.041,8,2233,American Adjunct Lager,129,12,Straub Brewery,St Mary's,PA,northeast
American Amber,0.041,8,2232,American Amber / Red Lager,129,12,Straub Brewery,St Mary's,PA,northeast
American Light,0.032,13,2231,Light Lager,129,12,Straub Brewery,St Mary's,PA,northeast
Extra Pale Ale,0.053,49,2352,American Pale Ale (APA),138,12,Summit Brewing Company,St Paul,MN,midwest
Make It So,0.053,40,2549,Extra Special / Strong Bitter (ESB),58,12,Summit Brewing Company,St. Paul,MN,midwest
Hopvale Organic Ale,0.047,55,2473,American Pale Ale (APA),58,16,Summit Brewing Company,St. Paul,MN,midwest
Unchained #18 Hop Silo,0.083,100,2415,American Double / Imperial IPA,58,16,Summit Brewing Company,St. Paul,MN,midwest
Tip Off,0.052,29,2605,Altbier,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Cowbell,0.054,23,2164,American Porter,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Hop Up Offa That Brett (2014),0.058,20,2085,Belgian Pale Ale,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
PV Muckle (2013),0.083,23,2084,Scotch Ale / Wee Heavy,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Bourbon Barrel Batch 666: Sympathy for the Devil,0.099,36,2083,Belgian Dark Ale,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Whip Fight,0.09,30,2082,Scotch Ale / Wee Heavy,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Port Barrel Wee Mac ,0.053,23,2081,Scotch Ale / Wee Heavy,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Fistful Of Hops Red,0.064,75,2001,American IPA,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Fistful of Hops Orange,0.063,75,2000,American IPA,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Fistful Of Hops Blue,0.064,75,1999,American IPA,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Fistful of Hops Green,0.064,75,1996,American IPA,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Wee Muckle,0.09,30,1656,Scotch Ale / Wee Heavy,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Royal Brat,0.065,55,1599,Extra Special / Strong Bitter (ESB),25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Grapefruit Jungle (GFJ),0.075,77,1420,American IPA,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Osiris Pale Ale,0.056,50,1389,American Pale Ale (APA),25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Bourbon Barrel Aged Timmie,0.099,75,1367,Russian Imperial Stout,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Stupid Sexy Flanders,0.063,23,1366,Flanders Oud Bruin,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Ring of Dingle,0.071,27,1128,Irish Dry Stout,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Bourbon Barrel Wee Mac,0.054,23,1127,Scottish Ale,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Bourbon Barrel Johan,0.099,60,1049,English Barleywine,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
The Velvet Fog,0.09,24,923,Quadrupel (Quad),25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Sun King Oktoberfest,0.055,23,874,Märzen / Oktoberfest,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Indianapolis Indians Lager,0.052,24,739,Dortmunder / Export Lager,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Indians Victory Lager (2012),0.052,24,698,Dortmunder / Export Lager,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Isis,0.091,91,651,American Double / Imperial IPA,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Wee Muckle (2011),0.09,30,584,Scotch Ale / Wee Heavy,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Grapefruit Jungle (GFJ) (2011),0.075,77,532,American IPA,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Sun King Oktoberfest (2011),0.055,23,526,Märzen / Oktoberfest,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Johan the Barleywine,0.099,60,394,English Barleywine,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Wee Mac Scottish-Style Ale,0.054,23,213,Scottish Ale,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Sunlight Cream Ale,0.053,20,55,Cream Ale,25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Osiris Pale Ale (2010),0.056,50,54,American Pale Ale (APA),25,16,Sun King Brewing Company,Indianapolis,IN,midwest
Overrated! West Coast Style IPA,0.073,69,1112,American IPA,61,16,Surly Brewing Company,Brooklyn Center,MN,midwest
WET,0.075,90,329,American IPA,61,16,Surly Brewing Company,Brooklyn Center,MN,midwest
Bitter Brewer,0.04,37,19,English Bitter,61,16,Surly Brewing Company,Brooklyn Center,MN,midwest
SurlyFest,0.055,34,18,Rye Beer,61,16,Surly Brewing Company,Brooklyn Center,MN,midwest
Coffee Bender,0.051,45,17,American Brown Ale,61,16,Surly Brewing Company,Brooklyn Center,MN,midwest
Bender,0.051,45,16,American Brown Ale,61,16,Surly Brewing Company,Brooklyn Center,MN,midwest
Abrasive Ale,0.097,120,15,American Double / Imperial IPA,61,16,Surly Brewing Company,Brooklyn Center,MN,midwest
Hell,0.051,20,14,Keller Bier / Zwickel Bier,61,16,Surly Brewing Company,Brooklyn Center,MN,midwest
CynicAle,0.067,33,13,Saison / Farmhouse Ale,61,16,Surly Brewing Company,Brooklyn Center,MN,midwest
Furious,0.062,99,12,American IPA,61,16,Surly Brewing Company,Brooklyn Center,MN,midwest
Big Nose,0.073,50,1242,American IPA,447,12,Swamp Head Brewery,Gainesville,FL,south
Cotton Mouth,0.05,10,1241,Witbier,447,12,Swamp Head Brewery,Gainesville,FL,south
Stump Knocker Pale Ale,0.056,35,1240,American Pale Ale (APA),447,12,Swamp Head Brewery,Gainesville,FL,south
Midnight Oil,0.05,38,1239,Oatmeal Stout,447,12,Swamp Head Brewery,Gainesville,FL,south
Wild Night,0.059,18,1238,Cream Ale,447,12,Swamp Head Brewery,Gainesville,FL,south
Take Two Pils,0.055,35,2568,German Pilsener,49,12,SweetWater Brewing Company,Atlanta,GA,south
Dodgy Knight Imperial IPA,0.08,95,1229,American Double / Imperial IPA,449,12,TailGate Beer,San Diego,CA,west
TailGate IPA,0.05,44,663,American IPA,449,24,TailGate Beer,San Diego,CA,west
TailGate Hefeweizen,0.049,28,623,Hefeweizen,449,24,TailGate Beer,San Diego,CA,west
Blacktop Blonde,0.05,19,622,American Blonde Ale,449,24,TailGate Beer,San Diego,CA,west
Wooden Rooster,0.085,34,2575,Tripel,45,16.9,Tallgrass Brewing Company,Manhattan,KS,midwest
Ginger Peach Saison,0.048,20,2555,Saison / Farmhouse Ale,45,16,Tallgrass Brewing Company,Manhattan,KS,midwest
Zombie Monkie,0.062,35,1736,American Porter,45,16,Tallgrass Brewing Company,Manhattan,KS,midwest
Wild Plum Farmhouse Ale,0.056,20,1196,Saison / Farmhouse Ale,45,16,Tallgrass Brewing Company,Manhattan,KS,midwest
Vanilla Bean Buffalo Sweat,0.05,20,1063,Oatmeal Stout,45,16,Tallgrass Brewing Company,Manhattan,KS,midwest
Ethos IPA,0.068,110,1017,American IPA,45,16,Tallgrass Brewing Company,Manhattan,KS,midwest
Tallgrass Pub Ale,0.044,12,1009,American Brown Ale,45,16,Tallgrass Brewing Company,Manhattan,KS,midwest
Oasis,0.072,93,912,Extra Special / Strong Bitter (ESB),45,16,Tallgrass Brewing Company,Manhattan,KS,midwest
Buffalo Sweat,0.05,20,765,Milk / Sweet Stout,45,16,Tallgrass Brewing Company,Manhattan,KS,midwest
Halcyon Unfiltered Wheat,0.05,20,676,American Pale Wheat Ale,45,16,Tallgrass Brewing Company,Manhattan,KS,midwest
Köld Lager (2010),0.05,16,105,German Pilsener,45,16,Tallgrass Brewing Company,Manhattan,KS,midwest
Oasis (2010),0.072,93,104,American Double / Imperial IPA,45,16,Tallgrass Brewing Company,Manhattan,KS,midwest
Tallgrass Ale,0.044,22,103,American Brown Ale,45,16,Tallgrass Brewing Company,Manhattan,KS,midwest
Buffalo Sweat (2010),0.05,20,102,Milk / Sweet Stout,45,16,Tallgrass Brewing Company,Manhattan,KS,midwest
Tallgrass IPA,0.063,60,101,American IPA,45,16,Tallgrass Brewing Company,Manhattan,KS,midwest
Old Elephant Foot IPA,0.07,80,544,American IPA,490,16,Tampa Bay Brewing Company,Tampa,FL,south
Peck's Porter,0.065,35,2640,American Porter,7,16,Tapistry Brewing,Bridgman,MI,midwest
Deduction,0.08,22,2601,Dubbel,28,12,Taxman Brewing Company,Bargersville,IN,midwest
RecreationAle,0.047,42,1082,American Pale Ale (APA),469,12,Terrapin Brewing Company,Athens,GA,south
First Stand,0.055,35,2119,Saison / Farmhouse Ale,215,12,Texian Brewing Co.,Richmond,TX,south
Battle LIne,0.063,23,2118,American Brown Ale,215,12,Texian Brewing Co.,Richmond,TX,south
Broken Bridge,0.056,12,2117,Dunkelweizen,215,12,Texian Brewing Co.,Richmond,TX,south
Brutus,0.071,69,2116,English India Pale Ale (IPA),215,12,Texian Brewing Co.,Richmond,TX,south
Heady Topper,0.08,120,1111,American Double / Imperial IPA,272,16,The Alchemist,Waterbury,VT,northeast
Bomber Mountain Amber Ale (2013),0.046,20,1200,American Amber / Red Ale,457,12,The Black Tooth Brewing Company,Sheridan,WY,west
Indian Paintbrush IPA,0.07,75,1199,American IPA,457,12,The Black Tooth Brewing Company,Sheridan,WY,west
Saddle Bronc Brown Ale (2013),0.048,16,1198,English Brown Ale,457,12,The Black Tooth Brewing Company,Sheridan,WY,west
Wagon Box Wheat Beer,0.059,15,1197,American Pale Wheat Ale,457,12,The Black Tooth Brewing Company,Sheridan,WY,west
Bronx Summer Pale Ale,0.052,16,1748,American Pale Ale (APA),329,16,The Bronx Brewery,Bronx,NY,northeast
Bronx Black Pale Ale,0.057,46,1747,American Black Ale,329,16,The Bronx Brewery,Bronx,NY,northeast
Bronx Pale Ale,0.063,50,1037,American Pale Ale (APA),329,16,The Bronx Brewery,Bronx,NY,northeast
Surfrider,0.052,35,2594,American Pale Ale (APA),33,16,The Dudes' Brewing Company,Torrance,CA,west
Grandma's Pecan,0.069,34,1562,English Brown Ale,33,16,The Dudes' Brewing Company,Torrance,CA,west
Double Trunk,0.099,101,1561,American Double / Imperial IPA,33,16,The Dudes' Brewing Company,Torrance,CA,west
Just IPA,0.046,45,1749,American IPA,328,12,The Just Beer Project,Burlington,VT,northeast
Hunny Do Wheat,0.048,18,2347,American Pale Wheat Ale,142,12,Third Street Brewhouse,Cold Spring,MN,midwest
Knotty Blonde Ale,0.04,18,2319,American Blonde Ale,153,12,Three Creeks Brewing,Sisters,OR,west
Fivepine Chocolate Porter,0.062,40,2317,American Porter,153,12,Three Creeks Brewing,Sisters,OR,west
Hoodoo Voodoo IPA,0.062,82,2316,American IPA,153,12,Three Creeks Brewing,Sisters,OR,west
Hydraulion Red,0.053,22,1913,Irish Red Ale,273,12,Three Notch'd Brewing Company,Charlottesville,VA,south
40 Mile IPA,0.06,50,1912,American IPA,273,12,Three Notch'd Brewing Company,Charlottesville,VA,south
Citra Faced,0.055,64,2617,American Pale Wheat Ale,21,16,Three Pints Brewing,Martinsville,IN,midwest
Pole Barn Stout,0.055,31,2616,Oatmeal Stout,21,16,Three Pints Brewing,Martinsville,IN,midwest
Pale,0.054,37,2615,American Pale Ale (APA),21,16,Three Pints Brewing,Martinsville,IN,midwest
Yoshi's Nectar,0.053,27,2614,California Common / Steam Beer,21,16,Three Pints Brewing,Martinsville,IN,midwest
Cafe Leche,0.058,20,2623,American Porter,17,16,Tin Man Brewing Company,Evansville,IN,midwest
Damascene Apricot Sour,0.052,12,2622,Fruit / Vegetable Beer,17,16,Tin Man Brewing Company,Evansville,IN,midwest
Csar,0.12,90,2621,Russian Imperial Stout,17,16,Tin Man Brewing Company,Evansville,IN,midwest
Overlord Imperial IPA,0.085,115,1449,American Double / Imperial IPA,17,16,Tin Man Brewing Company,Evansville,IN,midwest
Alloy,0.058,36,951,American IPA,17,16,Tin Man Brewing Company,Evansville,IN,midwest
Rivet Irish Red Ale,0.051,22,950,Irish Red Ale,17,16,Tin Man Brewing Company,Evansville,IN,midwest
3 Gear Robust Porter,0.052,50,949,American Porter,17,16,Tin Man Brewing Company,Evansville,IN,midwest
Circuit Bohemian Pilsner,0.045,35,948,Czech Pilsener,17,16,Tin Man Brewing Company,Evansville,IN,midwest
Juke Joint IPA,0.07,60,1755,American IPA,152,12,Tin Roof Brewing Company,Baton Rouge,LA,south
Parade Ground Coffee Porter,0.07,35,1754,American Porter,152,12,Tin Roof Brewing Company,Baton Rouge,LA,south
Tin Roof Watermelon Wheat,0.05,21,1428,Fruit / Vegetable Beer,152,12,Tin Roof Brewing Company,Baton Rouge,LA,south
Tin Roof Blonde Ale,0.045,18,529,American Blonde Ale,152,12,Tin Roof Brewing Company,Baton Rouge,LA,south
Voodoo Bengal Pale Ale,0.055,37,495,American Pale Ale (APA),152,12,Tin Roof Brewing Company,Baton Rouge,LA,south
Perfect Tin Amber,0.045,28,494,American Amber / Red Ale,152,12,Tin Roof Brewing Company,Baton Rouge,LA,south
IPA & a Half,0.073,87,1856,American IPA,291,12,Tommyknocker Brewery,Idaho Springs,CO,west
Ornery Amber Lager (2003),0.055,33,736,Vienna Lager,291,12,Tommyknocker Brewery,Idaho Springs,CO,west
Almanac IPA,0.062,72,1938,American IPA,265,12,Tractor Brewing Company,Albuquerque,NM,west
Farmer's Tan Red Ale,0.06,30,1936,American Amber / Red Ale,265,12,Tractor Brewing Company,Albuquerque,NM,west
Nugget Nectar,0.075,93,2444,American Amber / Red Ale,97,16,Tröegs Brewing Company,Hershey,PA,northeast
Sunshine Pils,0.045,45,2203,American Pilsner,97,12,Tröegs Brewing Company,Hershey,PA,northeast
Troegenator Doublebock,0.082,25,1510,Doppelbock,97,16,Tröegs Brewing Company,Hershey,PA,northeast
Perpetual IPA,0.075,85,1509,American IPA,97,12,Tröegs Brewing Company,Hershey,PA,northeast
Greenville Pale Ale,0.055,52,433,American Pale Ale (APA),539,12,Twin Lakes Brewing Company,Greenville,DE,south
Hoppy Boy,0.062,65,641,American IPA,520,16,Twisted Pine Brewing Company,Boulder,CO,west
Cow Creek,0.054,26,2588,American Amber / Red Lager,38,12,Twisted X Brewing Company,Dripping Springs,TX,south
Chupahopra,0.075,63,2458,American IPA,38,12,Twisted X Brewing Company,Dripping Springs,TX,south
Twisted X,0.051,19,2212,American Adjunct Lager,38,12,Twisted X Brewing Company,Dripping Springs,TX,south
Day Hike Session,0.041,41,2235,American IPA,190,12,Two Beers Brewing Company,Seattle,WA,west
Trailhead ISA,0.048,48,1661,American IPA,190,12,Two Beers Brewing Company,Seattle,WA,west
Immersion Amber,0.052,27,1660,American Amber / Red Ale,190,12,Two Beers Brewing Company,Seattle,WA,west
Evo IPA,0.062,70,1659,American IPA,190,12,Two Beers Brewing Company,Seattle,WA,west
Evolutionary IPA (2012),0.062,70,1173,American IPA,190,12,Two Beers Brewing Company,Seattle,WA,west
Persnickety Pale,0.057,36,560,American Pale Ale (APA),190,12,Two Beers Brewing Company,Seattle,WA,west
SoDo Brown Ale,0.054,20,519,American Brown Ale,190,12,Two Beers Brewing Company,Seattle,WA,west
Immersion Amber Ale (2011),0.052,27,518,American Amber / Red Ale,190,12,Two Beers Brewing Company,Seattle,WA,west
Evolutionary IPA (2011),0.062,70,505,American IPA,190,12,Two Beers Brewing Company,Seattle,WA,west
Trailhead India Style Session Ale (2011),0.048,48,482,American IPA,190,12,Two Beers Brewing Company,Seattle,WA,west
Wobble,0.063,69,2497,American IPA,74,16,Two Brothers Brewing Company,Warrenville,IL,south
Night Cat,0.058,43,2246,American Dark Wheat Ale,74,12,Two Brothers Brewing Company,Warrenville,IL,south
Night Cat (2014),0.058,43,1630,American Dark Wheat Ale,74,12,Two Brothers Brewing Company,Warrenville,IL,south
Dog Days Lager,0.051,17,1284,Dortmunder / Export Lager,74,12,Two Brothers Brewing Company,Warrenville,IL,south
Sidekick Extra Pale Ale,0.051,36,1121,American Pale Ale (APA),74,12,Two Brothers Brewing Company,Warrenville,IL,south
Atom Smasher,0.077,23,1042,Märzen / Oktoberfest,74,12,Two Brothers Brewing Company,Warrenville,IL,south
Cane and Ebel,0.07,68,861,American Strong Ale,74,12,Two Brothers Brewing Company,Warrenville,IL,south
PUNK'N,0.05,10,2310,Pumpkin Ale,159,12,Uinta Brewing Company,Salt Lake City,UT,west
Yard Sale Winter Lager,0.04,22,2100,American Amber / Red Lager,159,12,Uinta Brewing Company,Salt Lake City,UT,west
Trader Session IPA,0.04,42,1925,American IPA,159,12,Uinta Brewing Company,Salt Lake City,UT,west
Hop Nosh IPA,0.073,83,1723,American IPA,159,12,Uinta Brewing Company,Salt Lake City,UT,west
SUM'R,0.04,17,1212,American Blonde Ale,159,12,Uinta Brewing Company,Salt Lake City,UT,west
Organic Baba Black Lager,0.04,32,1097,Schwarzbier,159,12,Uinta Brewing Company,Salt Lake City,UT,west
Hop Notch IPA (2013),0.073,82,1089,American IPA,159,12,Uinta Brewing Company,Salt Lake City,UT,west
Cutthroat Pale Ale,0.04,34,1088,American Pale Ale (APA),159,12,Uinta Brewing Company,Salt Lake City,UT,west
WYLD Extra Pale Ale,0.04,29,974,American Pale Ale (APA),159,12,Uinta Brewing Company,Salt Lake City,UT,west
The Green Room,0.06,75,2372,American IPA,126,16,Uncle Billy's Brewery and Smokeh...,Austin,TX,south
Humbucker Helles,0.047,25,2367,Maibock / Helles Bock,126,16,Uncle Billy's Brewery and Smokeh...,Austin,TX,south
Double Duckpin,0.085,90,2507,American Double / Imperial IPA,71,12,Union Craft Brewing,Baltimore,MD,south
Old Pro,0.042,10,2506,Gose,71,12,Union Craft Brewing,Baltimore,MD,south
Campside Session IPA,0.045,50,2190,American IPA,202,16,Upland Brewing Company,Bloomington,IN,midwest
