name_x,abv,ibu,id,style,brewery_id,ounces,name_y,city,state,region
Ashland Amber Ale,0.054,24,37,American Amber / Red Ale,155,12,Caldera Brewing Company,Ashland,OR,west
Caldera IPA,0.061,94,36,American IPA,155,12,Caldera Brewing Company,Ashland,OR,west
Imperial Pumpkin Stout,0.099,43,2068,Pumpkin Ale,230,16,Cape Ann Brewing Company,Gloucester,MA,northeast
Dead-Eye DIPA,0.09,130,2067,American Double / Imperial IPA,230,16,Cape Ann Brewing Company,Gloucester,MA,northeast
Fisherman's IPA,0.055,64,2066,American IPA,230,12,Cape Ann Brewing Company,Gloucester,MA,northeast
Fisherman's Pils,0.054,35,2065,German Pilsener,230,12,Cape Ann Brewing Company,Gloucester,MA,northeast
Fisherman's Brew,0.055,30,2064,American Amber / Red Ale,230,12,Cape Ann Brewing Company,Gloucester,MA,northeast
Cape Cod Red,0.055,35,1928,American Amber / Red Ale,267,16,Cape Cod Beer,Hyannis,MA,northeast
Beach Blonde,0.049,10,1927,American Blonde Ale,267,16,Cape Cod Beer,Hyannis,MA,northeast
Dark Voyage Black IPA (2013),0.065,80,2227,American Black Ale,192,12,Capital Brewery,Middleton,WI,midwest
Wisconsin Amber,0.052,28,2226,Vienna Lager,192,12,Capital Brewery,Middleton,WI,midwest
Lake House,0.046,18,2225,Munich Helles Lager,192,12,Capital Brewery,Middleton,WI,midwest
Ghost Ship White IPA,0.056,55,1954,American IPA,192,12,Capital Brewery,Middleton,WI,midwest
Mutiny IPA,0.062,70,1177,American IPA,192,12,Capital Brewery,Middleton,WI,midwest
Santa's Secret,0.059,22,2255,Winter Warmer,179,16,Carolina Brewery,Pittsboro,NC,south
Epitome,0.099,100,2094,American Black Ale,222,16,Carton Brewing Company,Atlantic Highlands,NJ,northeast
Monkey Chased the Weasel,0.039,9,1941,Berliner Weissbier,222,16,Carton Brewing Company,Atlantic Highlands,NJ,northeast
077XX,0.078,80,1940,American Double / Imperial IPA,222,16,Carton Brewing Company,Atlantic Highlands,NJ,northeast
Boat Beer,0.042,35,1439,American IPA,222,12,Carton Brewing Company,Atlantic Highlands,NJ,northeast
Whitecap Wit,0.048,16,1882,Witbier,285,16,Catawba Island Brewing,Port Clinton,OH,midwest
Seiche Scottish Ale,0.078,16,1881,Scottish Ale,285,16,Catawba Island Brewing,Port Clinton,OH,midwest
Gone A-Rye,0.085,90,2600,American Double / Imperial IPA,29,16,Cedar Creek Brewery,Seven Points,TX,south
Dankosaurus,0.068,70,2052,American IPA,29,16,Cedar Creek Brewery,Seven Points,TX,south
Scruffy's Smoked Alt,0.051,35,1584,Smoked Beer,29,16,Cedar Creek Brewery,Seven Points,TX,south
Elliott's Phoned Home Pale Ale,0.051,36,1182,American Pale Ale (APA),29,16,Cedar Creek Brewery,Seven Points,TX,south
The Lawn Ranger,0.05,18,1050,Cream Ale,29,16,Cedar Creek Brewery,Seven Points,TX,south
Main St. Virginia Ale,0.05,40,2377,Altbier,122,12,Center of the Universe Brewing C...,Ashland,VA,south
Chin Music Amber Lager,0.045,24,1839,American Amber / Red Lager,122,12,Center of the Universe Brewing C...,Ashland,VA,south
Ray Ray’s Pale Ale,0.052,42,1247,American Pale Ale (APA),122,12,Center of the Universe Brewing C...,Ashland,VA,south
Chai Ale,0.051,15,1649,Herbed / Spiced Beer,350,16,Central Coast Brewing Company,San Luis Obispo,CA,west
Lucky Day IPA,0.072,85,1648,American IPA,350,16,Central Coast Brewing Company,San Luis Obispo,CA,west
Terrace Hill Double IPA,0.095,99,1647,American Double / Imperial IPA,350,16,Central Coast Brewing Company,San Luis Obispo,CA,west
Catch 23,0.075,77,1646,American Black Ale,350,16,Central Coast Brewing Company,San Luis Obispo,CA,west
Black Me Stout,0.06,45,2056,American Stout,236,12,Champion Brewing Company,Charlottesville,VA,south
Killer Kolsch,0.05,22,2055,Kölsch,236,12,Champion Brewing Company,Charlottesville,VA,south
Missile IPA,0.07,65,1933,American IPA,236,12,Champion Brewing Company,Charlottesville,VA,south
Ale Cider,0.065,8,2018,Fruit / Vegetable Beer,250,16,Chapman's Brewing,Angola,IN,midwest
Pail Ale,0.055,30,2017,American Pale Ale (APA),250,16,Chapman's Brewing,Angola,IN,midwest
8 Barrel,0.08,69,2080,American Strong Ale,226,16,Chatham Brewing,Chatham,NY,northeast
Oktoberfest,0.055,40,2079,Märzen / Oktoberfest,226,16,Chatham Brewing,Chatham,NY,northeast
IPA #11,0.057,58,2380,American IPA,121,16,Cheboygan Brewing Company,Cheboygan,MI,midwest
Blood Orange Honey,0.057,10,2379,Fruit / Vegetable Beer,121,16,Cheboygan Brewing Company,Cheboygan,MI,midwest
Bay of Bengal Double IPA (2014),0.089,126,2440,American Double / Imperial IPA,99,12,Christian Moerlein Brewing Company,Cincinnati,OH,midwest
Churchkey Pilsner Style Beer,0.049,29,567,American Pilsner,526,12,Churchkey Can Company,Seattle,WA,west
Cubano Espresso,0.055,25,2349,Bock,141,12,Cigar City Brewing Company,Tampa,FL,south
Operation Homefront,0.062,65,2014,American IPA,141,12,Cigar City Brewing Company,Tampa,FL,south
Wandering Pelican,0.082,65,2013,American Black Ale,141,12,Cigar City Brewing Company,Tampa,FL,south
Hopped on the High Seas (Hop #529),0.07,60,1726,American IPA,141,12,Cigar City Brewing Company,Tampa,FL,south
Hopped on the High Seas (Calypso),0.07,60,1725,American IPA,141,12,Cigar City Brewing Company,Tampa,FL,south
Dry-Hopped On The High Seas Caribbean-Style IPA,0.07,60,1694,American IPA,141,12,Cigar City Brewing Company,Tampa,FL,south
Hopped on the High Seas (Citra),0.07,60,1693,American IPA,141,12,Cigar City Brewing Company,Tampa,FL,south
Hopped on the High Seas (Ahtanum),0.07,60,1692,American IPA,141,12,Cigar City Brewing Company,Tampa,FL,south
Humidor Series India Pale Ale,0.075,70,1142,American IPA,141,12,Cigar City Brewing Company,Tampa,FL,south
Jai Alai IPA Aged on White Oak,0.075,70,1141,American IPA,141,12,Cigar City Brewing Company,Tampa,FL,south
José Martí American Porter,0.08,65,1140,American Porter,141,12,Cigar City Brewing Company,Tampa,FL,south
Maduro Brown Ale,0.055,25,1138,English Brown Ale,141,12,Cigar City Brewing Company,Tampa,FL,south
Tocobaga Red Ale,0.072,75,569,American Amber / Red Ale,141,12,Cigar City Brewing Company,Tampa,FL,south
Jai Alai IPA,0.075,70,546,American IPA,141,12,Cigar City Brewing Company,Tampa,FL,south
Florida Cracker Belgian Wit,0.05,18,545,Witbier,141,12,Cigar City Brewing Company,Tampa,FL,south
Jacaranada Rye IPA,0.067,60,1772,American IPA,320,16,Claremont Craft Ales,Claremont,CA,west
Cascadian Dark Ale,0.06,75,1393,American Black Ale,418,12,Coalition Brewing Company,Portland,OR,west
Wheat the People,0.044,13,893,American Pale Wheat Ale,418,16,Coalition Brewing Company,Portland,OR,west
Tybee Island Blonde,0.047,17,1407,American Blonde Ale,415,12,Coastal Empire Beer Company,Savannah,GA,south
Savannah Brown Ale,0.062,55,1406,American Brown Ale,415,12,Coastal Empire Beer Company,Savannah,GA,south
Rhode Island Blueberry,0.046,11,2438,Kölsch,101,12,Coastal Extreme Brewing Company,Newport,RI,northeast
Newport Storm IPA,0.065,75,2437,American IPA,101,12,Coastal Extreme Brewing Company,Newport,RI,northeast
Hurricane Amber Ale (2004),0.052,24,751,American Amber / Red Ale,101,12,Coastal Extreme Brewing Company,Newport,RI,northeast
Hurricane Amber Ale,0.052,24,120,American Amber / Red Ale,101,12,Coastal Extreme Brewing Company,Newport,RI,northeast
Des Moines IPA,0.068,75,970,American IPA,482,16,Confluence Brewing Company,Des Moines,IA,midwest
Capital Gold Golden Lager,0.048,22,969,German Pilsener,482,16,Confluence Brewing Company,Des Moines,IA,midwest
Farmer John's Multi-Grain Ale,0.056,21,968,American Blonde Ale,482,16,Confluence Brewing Company,Des Moines,IA,midwest
Crabtree Oatmeal Stout,0.075,29,659,Oatmeal Stout,515,16,Crabtree Brewing Company,Greeley,CO,west
Eclipse Black IPA,0.077,71,556,American Black Ale,515,16,Crabtree Brewing Company,Greeley,CO,west
Neomexicanus Native,0.06,46,2538,American Pale Ale (APA),63,12,Crazy Mountain Brewing Company,Edwards,CO,west
Old Soul,0.075,25,2355,Belgian Strong Pale Ale,63,12,Crazy Mountain Brewing Company,Edwards,CO,west
Lava Lake Wit,0.052,15,685,Witbier,63,12,Crazy Mountain Brewing Company,Edwards,CO,west
Crazy Mountain Amber Ale,0.052,25,356,American Amber / Red Ale,63,12,Crazy Mountain Brewing Company,Edwards,CO,west
Tropicalia,0.065,65,2029,American IPA,247,12,Creature Comforts,Athens,GA,south
Aviator Raspberry Blonde,0.049,25,2293,American Blonde Ale,169,12,Crooked Fence Brewing Company,Garden City,ID,west
South Ridge Amber Ale,0.06,31,1057,American Amber / Red Ale,472,16,Crystal Springs Brewing Company,Boulder,CO,west
Summertime Ale,0.052,23,681,Kölsch,472,16,Crystal Springs Brewing Company,Boulder,CO,west
The Tradition,0.05,15,1809,American Blonde Ale,227,12,DC Brau Brewing Company,Washington,DC,south
El Hefe Speaks,0.053,11,1263,Hefeweizen,227,12,DC Brau Brewing Company,Washington,DC,south
On the Wings of Armageddon,0.092,115,851,American Double / Imperial IPA,227,12,DC Brau Brewing Company,Washington,DC,south
The Corruption,0.065,80,186,American IPA,227,12,DC Brau Brewing Company,Washington,DC,south
Dead Armadillo Amber Ale,0.063,37,1746,American Amber / Red Ale,330,12,Dead Armadillo Craft Brewing,Tulsa,OK,south
Oak Cliff Coffee Ale,0.075,33,2251,American Brown Ale,127,12,Deep Ellum Brewing Company,Dallas,TX,south
Dream Crusher Double IPA,0.085,100,2166,American Double / Imperial IPA,127,12,Deep Ellum Brewing Company,Dallas,TX,south
Farmhouse Wit,0.048,25,1202,Saison / Farmhouse Ale,127,16,Deep Ellum Brewing Company,Dallas,TX,south
Dallas Blonde,0.052,23,946,American Blonde Ale,127,12,Deep Ellum Brewing Company,Dallas,TX,south
Deep Ellum IPA,0.07,70,943,American IPA,127,12,Deep Ellum Brewing Company,Dallas,TX,south
Thrasher Session India Pale Ale,0.045,44,1886,American IPA,283,12,Defiance Brewing Company,Hays,KS,midwest
Gutch English Style Mild Ale,0.05,16,1885,English Pale Mild Ale,283,12,Defiance Brewing Company,Hays,KS,midwest
Chuli Stout,0.059,55,1213,Irish Dry Stout,453,12,Denali Brewing Company,Talkeetna,AK,west
Mother Ale,0.056,46,1159,American Blonde Ale,453,12,Denali Brewing Company,Talkeetna,AK,west
Twister Creek India Pale Ale,0.065,71,947,American IPA,453,12,Denali Brewing Company,Talkeetna,AK,west
Single Engine Red,0.058,46,929,Irish Red Ale,453,12,Denali Brewing Company,Talkeetna,AK,west
Mirror Pond Pale Ale,0.05,40,1210,American Pale Ale (APA),454,12,Deschutes Brewery,Bend,OR,west
Weissenheimer,0.052,16,2550,Hefeweizen,57,12,Destihl Brewery,Bloomington,IL,south
Abbey's Single (2015- ),0.049,22,2505,Abbey Single Ale,57,12,Destihl Brewery,Bloomington,IL,south
Vertex IPA,0.063,76,2025,American IPA,57,12,Destihl Brewery,Bloomington,IL,south
Here Gose Nothin',0.05,12,2021,Gose,57,12,Destihl Brewery,Bloomington,IL,south
Hoperation Overload,0.096,85,1888,American Double / Imperial IPA,57,12,Destihl Brewery,Bloomington,IL,south
Abbey's Single Ale (Current),0.049,22,1887,Abbey Single Ale,57,12,Destihl Brewery,Bloomington,IL,south
Bravo Four Point,0.044,45,2051,American Pale Ale (APA),237,12,Devil's Backbone Brewing Company,Lexington,VA,south
Striped Bass Pale Ale,0.052,26,1201,American Pale Ale (APA),237,12,Devil's Backbone Brewing Company,Lexington,VA,south
Deadicated Amber,0.054,27,924,American Amber / Red Ale,491,16,Devil's Canyon Brewery,Belmont,CA,west
California Sunshine Rye IPA,0.071,85,730,American IPA,491,16,Devil's Canyon Brewery,Belmont,CA,west
Full Boar Scotch Ale,0.074,12,647,Scotch Ale / Wee Heavy,491,16,Devil's Canyon Brewery,Belmont,CA,west
Filthy Hoppin' IPA,0.065,72,1795,American IPA,311,16,Dirty Bucket Brewing Company,Woodinville,WA,west
Hop Abomination,0.066,100,881,American IPA,496,12,Dry Dock Brewing Company,Aurora,CO,west
Apricot Blonde,0.051,17,880,Fruit / Vegetable Beer,496,12,Dry Dock Brewing Company,Aurora,CO,west
Dry Dock Hefeweizen,0.043,12,872,Hefeweizen,496,12,Dry Dock Brewing Company,Aurora,CO,west
Dry Dock Amber Ale,0.058,49,871,American Amber / Red Ale,496,12,Dry Dock Brewing Company,Aurora,CO,west
Category 3 IPA,0.061,64,1685,American IPA,340,12,Due South Brewing Company,Boynton Beach,FL,south
Dundee Summer Wheat Beer,0.045,18,457,American Pale Wheat Ale,538,12,Dundee Brewing Company,Rochester,NY,northeast
Crank Yanker IPA,0.078,74,1382,American IPA,369,16,Eddyline Brewery & Restaurant,Buena Vista,CO,west
Crank Yanker IPA (2011),0.078,74,395,American IPA,369,16,Eddyline Brewery & Restaurant,Buena Vista,CO,west
Dottie Seattle Lager,0.049,25,673,American Amber / Red Lager,516,16,Emerald City Beer Company,Seattle,WA,west
Little Sister India Style Session Ale,0.043,60,2292,American IPA,170,12,Everybody's Brewing,White Salmon,WA,west
Country Boy IPA,0.062,80,1504,American IPA,170,12,Everybody's Brewing,White Salmon,WA,west
Blonde Czich,0.049,23,2604,American Blonde Ale,26,16,Evil Czech Brewery,Mishawaka,IN,midwest
White Reaper,0.07,61,2432,Belgian IPA,26,16,Evil Czech Brewery,Mishawaka,IN,midwest
General George Patton Pilsner,0.054,48,1967,Czech Pilsener,26,16,Evil Czech Brewery,Mishawaka,IN,midwest
Iron Horse Pale Ale,0.05,32,1722,American Pale Ale (APA),335,12,Fargo Brewing Company,Fargo,ND,midwest
Stone's Throw IPA,0.045,19,1435,Scottish Ale,335,12,Fargo Brewing Company,Fargo,ND,midwest
Wood Chipper India Pale Ale,0.067,70,1434,American IPA,335,12,Fargo Brewing Company,Fargo,ND,midwest
Trail Head,0.063,55,2089,American Pale Ale (APA),224,12,Fat Head's Brewery,Middleburg Heights,OH,midwest
Hop Stalker Fresh Hop IPA,0.07,80,2088,American IPA,224,16,Fat Head's Brewery,Middleburg Heights,OH,midwest
Sudice American Stout,0.07,58,1455,American Stout,405,16,Fate Brewing Company,Boulder,CO,west
Parcae Belgian Style Pale Ale,0.05,20,1454,Belgian Pale Ale,405,16,Fate Brewing Company,Boulder,CO,west
Norns Roggenbier,0.05,20,1453,Roggenbier,405,16,Fate Brewing Company,Boulder,CO,west
Laimas Kölsch Style Ale,0.05,20,1452,Kölsch,405,16,Fate Brewing Company,Boulder,CO,west
Moirai India Pale Ale,0.07,70,1451,American IPA,405,16,Fate Brewing Company,Boulder,CO,west
Loki Red Ale,0.075,53,2191,American Amber / Red Ale,201,16,Fearless Brewing Company,Estacada,OR,west
Loki Red Ale (2013),0.075,53,895,American Amber / Red Ale,201,16,Fearless Brewing Company,Estacada,OR,west
Second Fiddle,0.082,80,1929,American Double / Imperial IPA,172,16,Fiddlehead Brewing Company,Shelburne,VT,northeast
Hodad Porter,0.055,30,1858,American Porter,172,16,Fiddlehead Brewing Company,Shelburne,VT,northeast
Czech Yo Self,0.055,45,2590,Czech Pilsener,36,12,Figueroa Mountain Brewing Company,Buellton,CA,west
FMB 101,0.048,20,1968,Kölsch,36,12,Figueroa Mountain Brewing Company,Buellton,CA,west
Sobek & Set,0.08,80,1664,American Black Ale,256,16,Finch's Beer Company,Chicago,IL,south
Wet Hot American Wheat Ale,0.05,22,1662,American Pale Wheat Ale,256,16,Finch's Beer Company,Chicago,IL,south
Fascist Pig Ale,0.08,72,935,American Amber / Red Ale,256,16,Finch's Beer Company,Chicago,IL,south
Easy Jack,0.045,47,2569,American IPA,48,12,Firestone Walker Brewing Company,Paso Robles,CA,west
Union Jack,0.075,75,2463,American IPA,48,12,Firestone Walker Brewing Company,Paso Robles,CA,west
805,0.047,20,1733,American Blonde Ale,48,12,Firestone Walker Brewing Company,Paso Robles,CA,west
Hinchtown Hammer Down,0.05,27,2284,American Blonde Ale,16,16,Flat 12 Bierwerks,Indianapolis,IN,midwest
Half Cycle IPA,0.06,104,1610,American IPA,16,16,Flat 12 Bierwerks,Indianapolis,IN,midwest
Snake Dog IPA,0.071,60,608,American IPA,521,12,Flying Dog Brewery,Frederick,MD,south
Underdog Atlantic Lager,0.047,28,607,American Pale Lager,521,12,Flying Dog Brewery,Frederick,MD,south
Flying Mouse 4,0.07,70,2566,American IPA,50,12,Flying Mouse Brewery,Troutville,VA,south
What the Butler Saw,0.05,18,2111,Witbier,217,12,Forgotten Boardwalk,Cherry Hill,NJ,northeast
1916 Shore Shiver,0.069,65,2110,American IPA,217,12,Forgotten Boardwalk,Cherry Hill,NJ,northeast
Vortex IPA,0.074,97,318,American IPA,206,16,Fort George Brewery,Astoria,OR,west
Park,0.047,19,2661,American Pale Wheat Ale,4,12,Fort Point Beer Company,San Francisco,CA,west
Westfalia,0.056,16,2660,American Amber / Red Ale,4,12,Fort Point Beer Company,San Francisco,CA,west
KSA,0.046,17,2659,Kölsch,4,12,Fort Point Beer Company,San Francisco,CA,west
Villager,0.063,42,2658,American IPA,4,12,Fort Point Beer Company,San Francisco,CA,west
Dirty Bastard,0.085,50,2625,Scotch Ale / Wee Heavy,15,12,Founders Brewing Company,Grand Rapids,MI,midwest
Centennial IPA,0.072,65,1565,American IPA,15,12,Founders Brewing Company,Grand Rapids,MI,midwest
All Day IPA,0.047,42,1223,American IPA,15,12,Founders Brewing Company,Grand Rapids,MI,midwest
El Chingon IPA,0.076,73,1874,American IPA,287,12,Four Corners Brewing Company,Dallas,TX,south
Block Party Robust Porter,0.057,40,1873,American Porter,287,12,Four Corners Brewing Company,Dallas,TX,south
Local Buzz,0.052,20,1872,American Blonde Ale,287,12,Four Corners Brewing Company,Dallas,TX,south
The Gadget,0.064,90,2610,American IPA,22,16,Four Fathers Brewing ,Valparaiso,IN,midwest
Sunbru Kölsch,0.052,17,2309,Kölsch,160,12,Four Peaks Brewing Company,Tempe,AZ,west
Kilt Lifter Scottish-Style Ale,0.06,21,1635,,160,12,Four Peaks Brewing Company,Tempe,AZ,west
Four Peaks Peach Ale,0.042,9,1585,Fruit / Vegetable Beer,160,12,Four Peaks Brewing Company,Tempe,AZ,west
Hop Knot IPA,0.067,47,358,American IPA,160,12,Four Peaks Brewing Company,Tempe,AZ,west
Kilt Lifter Scottish-Style Ale (2009),0.06,21,179,Scottish Ale,160,12,Four Peaks Brewing Company,Tempe,AZ,west
Suncaster Summer Wheat,0.05,28,2427,American Pale Wheat Ale,105,12,Four String Brewing Company,Columbus,OH,midwest
Brass Knuckle Pale Ale,0.057,36,2425,American Pale Ale (APA),105,12,Four String Brewing Company,Columbus,OH,midwest
Big Star White IPA,0.07,70,2424,American White IPA,105,12,Four String Brewing Company,Columbus,OH,midwest
Batch 69 IPA,0.069,69,1556,American IPA,253,12,Frankenmuth Brewery,Frankenmuth,MI,midwest
Twisted Helles Summer Lager,0.055,18,1208,Munich Helles Lager,253,12,Frankenmuth Brewery,Frankenmuth,MI,midwest
OktoberFiesta,0.053,27,2527,,66,12,Freetail Brewing Company,San Antonio,TX,south
Texicali ,0.065,33,2526,American Brown Ale,66,12,Freetail Brewing Company,San Antonio,TX,south
Bat Outta Helles,0.042,20,2524,Munich Helles Lager,66,12,Freetail Brewing Company,San Antonio,TX,south
Rye Wit,0.042,10,2522,Witbier,66,12,Freetail Brewing Company,San Antonio,TX,south
Soul Doubt,0.059,70,2521,American IPA,66,12,Freetail Brewing Company,San Antonio,TX,south
Yo Soy Un Berliner,0.044,5,2520,Berliner Weissbier,66,12,Freetail Brewing Company,San Antonio,TX,south
Harvest Ale,0.065,35,901,Saison / Farmhouse Ale,460,12,Fremont Brewing Company,Seattle,WA,west
Fremont Summer Ale,0.065,45,875,American Pale Ale (APA),460,12,Fremont Brewing Company,Seattle,WA,west
Universale Pale Ale,0.056,30,858,American Pale Ale (APA),460,12,Fremont Brewing Company,Seattle,WA,west
Interurban IPA,0.065,80,857,American IPA,460,12,Fremont Brewing Company,Seattle,WA,west
Gateway Kolsch Style Ale,0.053,32,1300,Kölsch,433,12,French Broad Brewery,Asheville,NC,south
Wee-Heavy-Er Scotch Ale,0.07,24,1260,Scotch Ale / Wee Heavy,433,12,French Broad Brewery,Asheville,NC,south
13 Rebels ESB,0.052,42,1259,Extra Special / Strong Bitter (ESB),433,12,French Broad Brewery,Asheville,NC,south
Salamander Slam,0.07,73,2254,American IPA,180,16,Frog Level Brewing Company,Waynesville,NC,south
No Wake IPA,0.072,50,2077,American IPA,228,12,Geneva Lake Brewing Company,Lake Geneva,WI,midwest
Boathouse Blonde,0.049,15,2076,American Blonde Ale,228,12,Geneva Lake Brewing Company,Lake Geneva,WI,midwest
Cedar Point,0.05,26,2075,American Amber / Red Ale,228,12,Geneva Lake Brewing Company,Lake Geneva,WI,midwest
Clean Shave IPA,0.067,70,2426,American IPA,106,12,Glabrous Brewing Company,Pineland,ME,northeast
Might As Well IPL,0.072,75,2045,American Pale Lager,240,16,Golden Road Brewing,Los Angeles,CA,west
Saison Pamplemousse,0.058,35,1960,Saison / Farmhouse Ale,240,12,Golden Road Brewing,Los Angeles,CA,west
2020 IPA,0.074,74,1777,American IPA,240,16,Golden Road Brewing,Los Angeles,CA,west
Wolf Among Weeds IPA,0.08,70,1698,American IPA,240,16,Golden Road Brewing,Los Angeles,CA,west
Better Weather IPA,0.094,92,1641,American IPA,240,16,Golden Road Brewing,Los Angeles,CA,west
Point the Way IPA,0.059,60,1490,American IPA,240,16,Golden Road Brewing,Los Angeles,CA,west
Golden Road Hefeweizen,0.046,15,1489,Hefeweizen,240,16,Golden Road Brewing,Los Angeles,CA,west
Heal the Bay IPA,0.068,65,1399,American IPA,240,16,Golden Road Brewing,Los Angeles,CA,west
Get Up Offa That Brown,0.055,20,991,American Brown Ale,240,16,Golden Road Brewing,Los Angeles,CA,west
Burning Bush Smoked IPA,0.08,70,750,American IPA,240,16,Golden Road Brewing,Los Angeles,CA,west
Wolf Among Weeds IPA (2012),0.08,70,749,American IPA,240,16,Golden Road Brewing,Los Angeles,CA,west
Point the Way IPA (2012),0.059,60,549,American IPA,240,16,Golden Road Brewing,Los Angeles,CA,west
Golden Road Hefeweizen (2012),0.046,15,548,Hefeweizen,240,16,Golden Road Brewing,Los Angeles,CA,west
Vanilla Porter,0.07,11,2587,American Porter,39,16,Gonzo's BiggDogg Brewing,Kalamazoo,MI,midwest
Descender IPA,0.07,70,1109,American IPA,464,12,Good Life Brewing Company,Bend,OR,west
Sweet As Pacific Ale,0.06,18,1108,American Pale Wheat Ale,464,12,Good Life Brewing Company,Bend,OR,west
Good People Pale Ale,0.056,36,1000,American Pale Ale (APA),478,12,Good People Brewing Company,Birmingham,AL,south
Snake Handler Double IPA,0.093,103,312,American Double / Imperial IPA,478,12,Good People Brewing Company,Birmingham,AL,south
Coffee Oatmeal Stout,0.06,54,311,Oatmeal Stout,478,12,Good People Brewing Company,Birmingham,AL,south
Good People IPA,0.06,64,309,American IPA,478,12,Good People Brewing Company,Birmingham,AL,south
Good People American Brown Ale,0.058,36,308,American Brown Ale,478,12,Good People Brewing Company,Birmingham,AL,south
Mountain Rescue Pale Ale,0.055,40,2205,American Pale Ale (APA),194,12,Goodlife Brewing Co.,Bend,OR,west
Goose Island India Pale Ale,0.059,55,2198,American IPA,196,12,Goose Island Brewery Company,Chicago,IL,south
312 Urban Pale Ale,0.054,30,2457,American Pale Ale (APA),88,16,Goose Island Brewing Company,Chicago,IL,south
312 Urban Wheat Ale,0.042,18,2201,American Pale Wheat Ale,88,16,Goose Island Brewing Company,Chicago,IL,south
312 Urban Wheat Ale (2012),0.042,20,581,American Pale Wheat Ale,88,12,Goose Island Brewing Company,Chicago,IL,south
Beaver Logger,0.052,19,1383,American Pale Lager,420,12,Gore Range Brewery,Edwards,CO,west
Monarch Classic American Wheat,0.043,21,2129,American Pale Wheat Ale,213,12,Grapevine Craft Brewery,Farmers Branch,TX,south
Sir William's English Brown Ale,0.049,21,2127,English Brown Ale,213,12,Grapevine Craft Brewery,Farmers Branch,TX,south
Lakefire Rye Pale Ale,0.055,35,2126,American Pale Ale (APA),213,12,Grapevine Craft Brewery,Farmers Branch,TX,south
Beer Agent Re-Ignition,0.053,22,2303,American Blonde Ale,165,16,Great Crescent Brewery,Aurora,IN,midwest
Cherry Ale,0.057,18,1990,Fruit / Vegetable Beer,165,16,Great Crescent Brewery,Aurora,IN,midwest
Bourbon Barrel Aged Coconut Porter,0.056,33,1702,American Porter,165,16,Great Crescent Brewery,Aurora,IN,midwest
Great Crescent IPA,0.062,60,1701,American IPA,165,16,Great Crescent Brewery,Aurora,IN,midwest
Aurora Lager,0.057,27,1700,Dortmunder / Export Lager,165,16,Great Crescent Brewery,Aurora,IN,midwest
Great Crescent Blonde Ale,0.053,22,1699,American Blonde Ale,165,16,Great Crescent Brewery,Aurora,IN,midwest
Great Crescent Coconut Porter,0.056,33,1269,American Porter,165,16,Great Crescent Brewery,Aurora,IN,midwest
Great Crescent Oktoberfest Lager,0.057,25,930,Märzen / Oktoberfest,165,16,Great Crescent Brewery,Aurora,IN,midwest
Great Crescent Brown Ale,0.045,36,649,American Brown Ale,165,16,Great Crescent Brewery,Aurora,IN,midwest
Cherry Ale (1),0.057,18,639,Fruit / Vegetable Beer,165,16,Great Crescent Brewery,Aurora,IN,midwest
Aurora Lager (2011),0.057,27,626,Dortmunder / Export Lager,165,16,Great Crescent Brewery,Aurora,IN,midwest
Frosted Fields Winter Wheat,0.06,25,615,American Dark Wheat Ale,165,16,Great Crescent Brewery,Aurora,IN,midwest
Great Crescent Belgian Style Wit,0.051,13,478,Witbier,165,16,Great Crescent Brewery,Aurora,IN,midwest
Bourbon's Barrel Stout,0.075,65,455,American Stout,165,16,Great Crescent Brewery,Aurora,IN,midwest
Great Crescent Stout,0.08,66,442,English Stout,165,16,Great Crescent Brewery,Aurora,IN,midwest
Great Crescent Coconut Porter (2012),0.056,33,441,American Porter,165,16,Great Crescent Brewery,Aurora,IN,midwest
Great Crescent Dark Lager,0.057,23,440,Euro Dark Lager,165,16,Great Crescent Brewery,Aurora,IN,midwest
Great Crescent Mild Ale,0.042,26,439,English Dark Mild Ale,165,16,Great Crescent Brewery,Aurora,IN,midwest
Great Crescent IPA (2011),0.062,60,436,American IPA,165,16,Great Crescent Brewery,Aurora,IN,midwest
Great Crescent Blonde Ale (2011),0.053,22,389,American Blonde Ale,165,16,Great Crescent Brewery,Aurora,IN,midwest
Yeti  Imperial Stout,0.095,75,2644,Russian Imperial Stout,6,12,Great Divide Brewing Company,Denver,CO,west
Black Star Double Hopped Golden Lager (24 oz.),0.045,15,404,American Pale Lager,543,24,Great Northern Brewing Company,Whitefish,MT,west
Black Star Double Hopped Golden Lager (12 oz.),0.045,15,164,American Pale Lager,543,12,Great Northern Brewing Company,Whitefish,MT,west
Commotion APA,0.052,49,1923,American Pale Ale (APA),269,12,Great Raft Brewing Company,Shreveport,LA,south
Chickawawa Lemonale,0.05,5,1604,Fruit / Vegetable Beer,365,12,Great River Brewery,Davenport,IA,midwest
Barrel Aged Farmer,0.07,22,1574,American Brown Ale,365,16,Great River Brewery,Davenport,IA,midwest
Dos Pistolas,0.048,20,1244,Vienna Lager,365,12,Great River Brewery,Davenport,IA,midwest
Owney Irish Style Red Ale,0.05,30,1064,Irish Red Ale,365,16,Great River Brewery,Davenport,IA,midwest
Widespread Wit,0.055,10,865,Witbier,365,16,Great River Brewery,Davenport,IA,midwest
Roller Dam Red Ale,0.054,30,864,Irish Red Ale,365,16,Great River Brewery,Davenport,IA,midwest
